INFO 2024-09-05 10:12:45,534 Watching for file changes with StatReloader
INFO 2024-09-05 10:22:20,691 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:22:20,724 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:26:02,710 "GET /accounts/login/ HTTP/1.1" 200 12840
INFO 2024-09-05 10:26:02,808 "GET /static/css/styles.css HTTP/1.1" 200 4926
INFO 2024-09-05 10:26:02,810 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:26:02,813 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:26:02,813 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:26:02,814 "GET /static/js/quantity.js HTTP/1.1" 200 3055
WARNING 2024-09-05 10:26:02,818 Not Found: /accounts/static/images/mailchimp.webp
INFO 2024-09-05 10:26:02,818 "GET /static/images/logo.png HTTP/1.1" 200 58043
WARNING 2024-09-05 10:26:02,818 "GET /accounts/static/images/mailchimp.webp HTTP/1.1" 404 7728
INFO 2024-09-05 10:26:03,065 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:26:03,094 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:27:24,524 "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2024-09-05 10:27:24,550 "GET / HTTP/1.1" 200 15525
INFO 2024-09-05 10:27:24,628 "GET /static/css/styles.css HTTP/1.1" 200 5006
WARNING 2024-09-05 10:27:24,635 Not Found: /...
WARNING 2024-09-05 10:27:24,635 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:27:44,052 "GET / HTTP/1.1" 200 14883
INFO 2024-09-05 10:27:44,140 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:27:44,142 "GET /static/css/styles.css HTTP/1.1" 200 5034
INFO 2024-09-05 10:27:44,142 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:27:44,142 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:27:44,143 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:27:44,143 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:27:44,143 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:27:44,248 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:27:44,426 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:27:44,758 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:27:46,875 "GET /accounts/logout/ HTTP/1.1" 200 12555
INFO 2024-09-05 10:27:46,962 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:27:46,973 Not Found: /accounts/static/images/mailchimp.webp
WARNING 2024-09-05 10:27:46,973 "GET /accounts/static/images/mailchimp.webp HTTP/1.1" 404 7728
INFO 2024-09-05 10:27:48,526 "POST /accounts/logout/ HTTP/1.1" 302 0
INFO 2024-09-05 10:27:48,560 "GET / HTTP/1.1" 200 13537
INFO 2024-09-05 10:27:48,656 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:27:48,665 Not Found: /...
WARNING 2024-09-05 10:27:48,665 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:28:13,330 "GET / HTTP/1.1" 200 12909
INFO 2024-09-05 10:28:13,430 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:28:13,430 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:28:13,431 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:28:13,431 "GET /static/css/styles.css HTTP/1.1" 200 5034
INFO 2024-09-05 10:28:13,431 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:28:13,432 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:28:13,432 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:28:13,552 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:28:13,593 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:28:13,733 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:28:15,738 "GET /accounts/login/ HTTP/1.1" 200 12840
INFO 2024-09-05 10:28:15,813 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:15,823 Not Found: /accounts/static/images/mailchimp.webp
WARNING 2024-09-05 10:28:15,823 "GET /accounts/static/images/mailchimp.webp HTTP/1.1" 404 7728
INFO 2024-09-05 10:28:22,569 "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2024-09-05 10:28:22,613 "GET / HTTP/1.1" 200 15525
INFO 2024-09-05 10:28:22,683 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:22,737 Not Found: /...
WARNING 2024-09-05 10:28:22,737 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:28:29,661 "GET / HTTP/1.1" 200 14883
INFO 2024-09-05 10:28:29,729 "GET /static/css/styles.css HTTP/1.1" 200 5034
INFO 2024-09-05 10:28:29,729 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:28:29,793 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:28:29,793 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:28:29,794 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:28:29,795 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:28:29,795 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:28:29,903 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:28:30,071 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:28:30,286 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:28:32,772 "GET /accounts/logout/ HTTP/1.1" 200 12555
INFO 2024-09-05 10:28:32,842 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:32,853 Not Found: /accounts/static/images/mailchimp.webp
WARNING 2024-09-05 10:28:32,853 "GET /accounts/static/images/mailchimp.webp HTTP/1.1" 404 7728
INFO 2024-09-05 10:28:37,494 "POST /accounts/logout/ HTTP/1.1" 302 0
INFO 2024-09-05 10:28:37,525 "GET / HTTP/1.1" 200 13537
INFO 2024-09-05 10:28:37,623 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:37,627 Not Found: /...
WARNING 2024-09-05 10:28:37,627 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:28:48,347 "GET / HTTP/1.1" 200 12909
INFO 2024-09-05 10:28:48,430 "GET /static/css/styles.css HTTP/1.1" 200 5047
INFO 2024-09-05 10:28:48,430 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:28:48,469 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:28:48,477 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:28:48,477 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:28:48,477 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:28:48,478 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:28:48,525 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:28:48,674 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:28:49,205 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:28:50,522 "GET /accounts/login/ HTTP/1.1" 200 12840
INFO 2024-09-05 10:28:50,612 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:50,623 Not Found: /accounts/static/images/mailchimp.webp
WARNING 2024-09-05 10:28:50,623 "GET /accounts/static/images/mailchimp.webp HTTP/1.1" 404 7728
INFO 2024-09-05 10:28:57,255 "POST /accounts/login/ HTTP/1.1" 302 0
INFO 2024-09-05 10:28:57,279 "GET / HTTP/1.1" 200 15525
INFO 2024-09-05 10:28:57,334 "GET /static/css/styles.css HTTP/1.1" 304 0
WARNING 2024-09-05 10:28:57,347 Not Found: /...
WARNING 2024-09-05 10:28:57,348 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:29:04,935 "GET / HTTP/1.1" 200 14883
INFO 2024-09-05 10:29:05,010 "GET /static/css/styles.css HTTP/1.1" 200 5048
INFO 2024-09-05 10:29:05,013 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:29:05,014 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:29:05,014 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:29:05,015 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:29:05,015 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:29:05,015 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:29:05,117 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:29:05,269 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:29:05,577 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:29:30,356 /workspace/leaf-lounge/blurb/views.py changed, reloading.
INFO 2024-09-05 10:29:30,961 Watching for file changes with StatReloader
INFO 2024-09-05 10:29:33,685 "GET / HTTP/1.1" 200 15569
INFO 2024-09-05 10:29:33,858 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:29:33,861 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:29:33,861 "GET /static/css/styles.css HTTP/1.1" 200 5048
INFO 2024-09-05 10:29:33,863 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:29:33,863 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:29:33,864 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:29:33,864 "GET /static/images/logo.png HTTP/1.1" 200 58043
WARNING 2024-09-05 10:29:33,868 Not Found: /...
WARNING 2024-09-05 10:29:33,868 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:29:33,942 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:29:33,964 "GET / HTTP/1.1" 200 15569
INFO 2024-09-05 10:29:34,089 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:29:34,295 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:29:34,296 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:29:34,300 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:29:34,300 "GET /static/css/styles.css HTTP/1.1" 200 5048
WARNING 2024-09-05 10:29:34,301 Not Found: /...
INFO 2024-09-05 10:29:34,301 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:29:34,302 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
WARNING 2024-09-05 10:29:34,302 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:29:34,302 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:29:34,482 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:29:34,552 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:29:34,717 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:29:48,655 "GET / HTTP/1.1" 200 15569
INFO 2024-09-05 10:29:48,729 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:29:48,731 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:29:48,732 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:29:48,732 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:29:48,734 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:29:48,734 "GET /static/images/logo.png HTTP/1.1" 200 58043
WARNING 2024-09-05 10:29:48,737 Not Found: /...
WARNING 2024-09-05 10:29:48,737 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:29:48,751 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:29:48,824 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:29:48,939 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:29:49,432 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:29:55,636 "GET / HTTP/1.1" 200 15569
INFO 2024-09-05 10:29:55,716 "GET /static/css/styles.css HTTP/1.1" 200 5051
WARNING 2024-09-05 10:29:55,725 Not Found: /...
INFO 2024-09-05 10:29:55,725 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:29:55,726 "GET /static/js/index.js HTTP/1.1" 200 470
WARNING 2024-09-05 10:29:55,726 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:29:55,727 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:29:55,727 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:29:55,727 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:29:55,736 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:29:55,806 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:29:56,011 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:29:56,136 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:30:01,901 "GET / HTTP/1.1" 200 15569
INFO 2024-09-05 10:30:01,977 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:30:01,981 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:30:01,981 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:30:01,983 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:30:02,016 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:30:02,017 "GET /static/js/actions.js HTTP/1.1" 200 3988
WARNING 2024-09-05 10:30:02,019 Not Found: /...
INFO 2024-09-05 10:30:02,019 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
WARNING 2024-09-05 10:30:02,020 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:30:02,073 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:30:02,209 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:30:02,254 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:30:52,032 "GET / HTTP/1.1" 200 15582
INFO 2024-09-05 10:30:52,102 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:30:52,102 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:30:52,159 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:30:52,162 "GET /static/js/index.js HTTP/1.1" 200 470
WARNING 2024-09-05 10:30:52,166 Not Found: /...
INFO 2024-09-05 10:30:52,167 "GET /static/js/actions.js HTTP/1.1" 200 3988
WARNING 2024-09-05 10:30:52,167 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:30:52,167 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:30:52,168 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:30:52,223 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:30:52,427 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:30:52,742 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:31:16,146 "GET / HTTP/1.1" 200 15582
INFO 2024-09-05 10:31:16,221 "GET /static/css/styles.css HTTP/1.1" 200 5051
WARNING 2024-09-05 10:31:16,224 Not Found: /...
WARNING 2024-09-05 10:31:16,226 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:31:16,226 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:31:16,226 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:31:16,228 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:31:16,228 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:31:16,228 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:31:16,250 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:31:16,341 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:31:16,556 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:31:16,880 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:31:31,817 "GET / HTTP/1.1" 200 15597
INFO 2024-09-05 10:31:31,875 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:31:31,875 "GET /static/images/logo.png HTTP/1.1" 200 58043
WARNING 2024-09-05 10:31:31,923 Not Found: /...
INFO 2024-09-05 10:31:31,923 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
WARNING 2024-09-05 10:31:31,925 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:31:31,926 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:31:31,927 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:31:31,927 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:31:31,927 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:31:31,977 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:31:32,135 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:31:32,295 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:32:07,125 "GET / HTTP/1.1" 200 15642
INFO 2024-09-05 10:32:07,199 "GET /static/css/styles.css HTTP/1.1" 200 5051
WARNING 2024-09-05 10:32:07,203 Not Found: /...
INFO 2024-09-05 10:32:07,203 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:32:07,205 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:32:07,205 "GET /static/js/index.js HTTP/1.1" 200 470
WARNING 2024-09-05 10:32:07,205 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:32:07,205 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:32:07,206 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:32:07,224 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:32:07,319 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:32:07,512 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:32:07,847 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:32:34,563 "GET / HTTP/1.1" 200 15642
INFO 2024-09-05 10:32:34,636 "GET /static/css/styles.css HTTP/1.1" 200 5051
WARNING 2024-09-05 10:32:34,640 Not Found: /...
WARNING 2024-09-05 10:32:34,641 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:32:34,642 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:32:34,643 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:32:34,643 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:32:34,643 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:32:34,643 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:32:34,660 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:32:34,737 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:32:34,919 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:32:35,210 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:33:27,514 "GET / HTTP/1.1" 200 15642
INFO 2024-09-05 10:33:27,602 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:33:27,603 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:33:27,604 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:33:27,607 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:33:27,607 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:33:27,609 "GET /static/js/index.js HTTP/1.1" 200 470
WARNING 2024-09-05 10:33:27,611 Not Found: /...
WARNING 2024-09-05 10:33:27,611 "GET /... HTTP/1.1" 404 3339
INFO 2024-09-05 10:33:27,636 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:33:27,717 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:33:27,908 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:33:28,210 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:33:54,419 "GET / HTTP/1.1" 200 15589
INFO 2024-09-05 10:33:54,503 "GET /static/css/styles.css HTTP/1.1" 200 5051
INFO 2024-09-05 10:33:54,507 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:33:54,509 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:33:54,509 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:33:54,510 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:33:54,510 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:33:54,510 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:33:54,588 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:33:54,787 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:33:54,964 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:34:03,704 "GET / HTTP/1.1" 200 15589
INFO 2024-09-05 10:34:03,820 "GET /static/css/styles.css HTTP/1.1" 200 5023
INFO 2024-09-05 10:34:03,822 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:34:03,823 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:34:03,823 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:34:03,824 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:34:03,824 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:34:03,825 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:34:03,912 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:34:04,149 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:34:04,307 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:34:17,147 "GET / HTTP/1.1" 200 15589
INFO 2024-09-05 10:34:17,241 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:34:17,242 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:34:17,243 "GET /static/css/styles.css HTTP/1.1" 200 5060
INFO 2024-09-05 10:34:17,243 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:34:17,244 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:34:17,244 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:34:17,244 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:34:17,335 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:34:17,503 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:34:17,638 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:34:45,728 "GET / HTTP/1.1" 200 15589
INFO 2024-09-05 10:34:45,820 "GET /static/css/styles.css HTTP/1.1" 200 5060
INFO 2024-09-05 10:34:45,821 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:34:45,822 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:34:45,822 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:34:45,824 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:34:45,824 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:34:45,825 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:34:45,925 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:34:46,097 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:34:46,486 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:35:07,076 "GET / HTTP/1.1" 200 15595
INFO 2024-09-05 10:35:07,148 "GET /static/css/styles.css HTTP/1.1" 200 5060
INFO 2024-09-05 10:35:07,155 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:35:07,156 "GET /static/js/actions.js HTTP/1.1" 200 3988
INFO 2024-09-05 10:35:07,156 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
INFO 2024-09-05 10:35:07,156 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:35:07,156 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:35:07,157 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:35:07,248 "GET /static/images/author-type.png HTTP/1.1" 200 152492
INFO 2024-09-05 10:35:07,428 "GET /static/js/module.js HTTP/1.1" 200 445
INFO 2024-09-05 10:35:07,478 "GET /static/images/favicon.ico HTTP/1.1" 200 15406
INFO 2024-09-05 10:35:19,875 "GET / HTTP/1.1" 200 15596
INFO 2024-09-05 10:35:19,946 "GET /static/css/styles.css HTTP/1.1" 200 5060
INFO 2024-09-05 10:35:19,946 "GET /static/images/logo.png HTTP/1.1" 200 58043
INFO 2024-09-05 10:35:19,948 "GET /static/js/index.js HTTP/1.1" 200 470
INFO 2024-09-05 10:35:19,949 "GET /static/js/quantity.js HTTP/1.1" 200 3055
INFO 2024-09-05 10:35:19,950 "GET /static/js/library.js HTTP/1.1" 200 2656
INFO 2024-09-05 10:35:19,951 "GET /static/images/mailchimp.webp HTTP/1.1" 200 19650
